sep=,
File.......:  kcl_0.2mm_cal_device_1v5 - JAN;04.2023
System.....:  Cal_Device
Potential..:  -0.0335V; Ampl: 100mV
Current....:  24.635nA
Temperature:  0.1+-0.0C
Time.......:  14:48:58 - 14:54:42
Comment....:,KCL,0.2[mM]
28,microliter
1.5[V],Bias
(area/cm^2):
Impedance,samples
Lines:,112
Columns:,7
Number,Frequency/Hz,impedance,R/Ohm,impedance,I/Ohm,Significance,Time/s,Voltage/V,Current/A
1,1.0000e+01,4.3083e+05,-5.0706e+04,0.999,0.0,-0.0334,4.915e-10
2,1.5849e+01,4.2288e+05,-3.7265e+04,1.000,8.7,-0.0334,8.438e-09
3,2.2381e+01,4.1879e+05,-2.9345e+04,1.000,14.7,-0.0334,4.856e-09
4,2.9018e+01,4.1665e+05,-2.4562e+04,1.000,20.8,-0.0334,8.871e-09
5,3.5701e+01,4.1538e+05,-2.1322e+04,1.000,26.7,-0.0334,1.294e-08
6,4.2454e+01,4.1417e+05,-1.9286e+04,1.000,32.4,-0.0334,1.417e-08
7,4.9304e+01,4.1878e+05,-1.4066e+04,1.000,37.9,-0.0334,1.438e-08
8,5.6272e+01,4.1294e+05,-1.5182e+04,1.000,43.2,-0.0334,1.502e-08
9,6.3373e+01,4.1346e+05,-1.4602e+04,1.000,48.1,-0.0334,1.419e-08
10,7.1028e+01,4.1293e+05,-1.3061e+04,1.000,52.5,-0.0334,1.481e-08
11,7.9608e+01,4.1329e+05,-1.2214e+04,1.000,56.4,-0.0334,1.628e-08
12,8.9224e+01,4.1293e+05,-1.1702e+04,1.000,60.1,-0.0334,1.674e-08
13,1.0000e+02,4.1262e+05,-1.0332e+04,1.000,63.5,-0.0334,1.764e-08
14,1.1208e+02,4.1265e+05,-1.0119e+04,1.000,66.7,-0.0334,1.804e-08
15,1.2562e+02,4.1242e+05,-9.7423e+03,1.000,69.6,-0.0334,1.81e-08
16,1.4079e+02,4.1220e+05,-9.5558e+03,1.000,72.4,-0.0334,1.755e-08
17,1.5780e+02,4.1218e+05,-8.9736e+03,1.000,75.1,-0.0334,1.809e-08
18,1.7686e+02,4.1149e+05,-8.3400e+03,1.000,77.5,-0.0334,1.798e-08
19,1.9823e+02,4.1184e+05,-8.4225e+03,1.000,79.9,-0.0334,1.811e-08
20,2.2217e+02,4.1222e+05,-8.6166e+03,1.000,82.1,-0.0334,1.852e-08
21,2.4901e+02,4.1323e+05,-8.8025e+03,1.000,84.6,-0.0334,1.853e-08
22,2.7909e+02,4.1249e+05,-8.4067e+03,1.000,87.4,-0.0334,1.867e-08
23,3.1280e+02,4.1255e+05,-8.7811e+03,1.000,90.2,-0.0334,1.871e-08
24,3.5059e+02,4.1213e+05,-8.4773e+03,0.999,92.7,-0.0334,1.916e-08
