sep=,
File.......:  kcl_1mm_cal_device - JAN;04.2023
System.....:  Cal_Device
Potential..:  0.0070V; Ampl: 100mV
Current....:  -523.34pA
Temperature:  0.1+-0.0C
Time.......:  13:50:58 - 13:56:42
Comment....:  KCL 1[mM]
              
              
              
(area/cm^2):  
               
Impedance samples
Lines:   112
Columns: 7
Number,Frequency/Hz,impedance,R/Ohm,impedance,I/Ohm,Significance,Time/s,Voltage/V,Current/A
1,1.0000e+01,2.9865e+05,-4.6050e+04,1.000,0.0,0.0071,4.265e-09
2,1.5849e+01,2.9245e+05,-3.3459e+04,1.000,7.9,0.0071,-1.991e-09
3,2.2381e+01,2.8925e+05,-2.6350e+04,1.000,13.7,0.0071,6.139e-09
4,2.9018e+01,2.8749e+05,-2.1940e+04,1.000,19.8,0.0071,-3.476e-09
5,3.5701e+01,2.8654e+05,-1.8997e+04,1.000,25.7,0.0071,-3.679e-09
6,4.2454e+01,2.8608e+05,-1.7113e+04,1.000,31.5,0.0071,-2.17e-10
7,4.9304e+01,2.8783e+05,-1.3929e+04,1.000,37.1,0.0071,1.721e-09
8,5.6272e+01,2.8536e+05,-1.3806e+04,1.000,42.4,0.0071,-1.865e-09
9,6.3373e+01,2.8586e+05,-1.2877e+04,0.998,47.3,0.0071,-1.252e-09
10,7.1028e+01,2.8536e+05,-1.2798e+04,0.998,51.7,0.0071,1.28e-09
11,7.9608e+01,2.8535e+05,-1.1092e+04,0.996,55.6,0.0071,-1.42e-09
12,8.9224e+01,2.8467e+05,-1.1188e+04,0.996,59.3,0.0071,1.015e-09
13,1.0000e+02,2.8579e+05,-9.4535e+03,0.993,62.7,0.0071,4.586e-10
14,1.1208e+02,2.8477e+05,-1.0628e+04,0.996,65.9,0.0071,1.49e-10
15,1.2562e+02,2.8345e+05,-8.1857e+03,0.998,68.8,0.0071,-6.213e-10
16,1.4079e+02,2.8511e+05,-8.3346e+03,0.998,71.6,0.0071,-8.341e-10
17,1.5780e+02,2.8370e+05,-8.5863e+03,0.999,74.2,0.0071,-7.696e-10
18,1.7686e+02,2.8641e+05,-6.0823e+03,0.996,76.7,0.0071,-6.827e-10
19,1.9823e+02,2.8422e+05,-7.1247e+03,0.994,79.1,0.0071,3.372e-10
20,2.2217e+02,2.8314e+05,-7.1266e+03,0.997,81.3,0.0071,-2.764e-10
21,2.4901e+02,2.8220e+05,-8.9626e+03,0.997,83.8,0.0071,3.051e-10
22,2.7909e+02,2.8597e+05,-8.9619e+03,0.997,86.6,0.0071,-1.042e-10
23,3.1280e+02,2.8486e+05,-8.3280e+03,0.997,89.3,0.0071,2.719e-10
24,3.5059e+02,2.8015e+05,-6.3356e+03,0.997,91.8,0.0071,1.543e-10
25,3.9294e+02,2.8442e+05,-8.2484e+03,0.998,94.1,0.0071,-2.24e-10
26,4.4040e+02,2.8282e+05,-6.6960e+03,0.998,96.4,0.0071,1.772e-10
27,4.9360e+02,2.8503e+05,-8.2705e+03,0.999,98.9,0.0071,-1.778e-10
28,5.5322e+02,2.8397e+05,-8.0464e+03,0.998,101.7,0.0071,-1.009e-10
29,6.2005e+02,2.8512e+05,-8.4718e+03,0.999,104.4,0.0071,4.96e-11
30,6.9495e+02,2.8633e+05,-7.1786e+03,0.998,106.9,0.0071,-6.266e-11
