sep=,
File.......:  kcl_2mm ac50mv dv0 100mhz-8mhz - JUN;01.2023
System.....:  KCl 1mM
Potential..:  0.0045V; Ampl: 50mV
Current....:  152.53pA
Temperature:  0.3+-0.9C
Time.......:  10:52:46 - 11:00:47
Comment....:  
              
              
              
(area/cm^2):  
               
Impedance samples
Lines:   71
Columns: 7
Number,Frequency/Hz,impedance,R/Ohm,impedance,I/Ohm,Significance,Time/s,Voltage/V,Current/A
1,1.0000e-01,4.1949e+05,-1.0663e+06,0.999,0.0,0.0044,-1.597e-08
2,1.5849e-01,2.8272e+05,-7.4760e+05,0.998,48.8,0.0044,-1.384e-08
3,2.5002e-01,1.9195e+05,-5.2411e+05,0.998,85.0,0.0044,-3.185e-08
4,3.9094e-01,1.3204e+05,-3.6855e+05,0.998,112.9,0.0044,-3.699e-08
5,6.0383e-01,9.2703e+04,-2.6099e+05,0.998,133.4,0.0044,-2.73e-08
6,9.1901e-01,6.6680e+04,-1.8621e+05,0.997,149.8,0.0044,-2.843e-08
7,1.3761e+00,4.9273e+04,-1.3414e+05,0.998,165.2,0.0044,-2.767e-08
8,2.0259e+00,3.7526e+04,-9.7849e+04,0.998,173.4,0.0044,-2.544e-08
9,2.9318e+00,2.9624e+04,-7.2196e+04,0.998,180.6,0.0044,5.143e-09
10,4.1726e+00,2.4168e+04,-5.3933e+04,0.999,186.7,0.0044,-2.069e-09
11,5.8439e+00,2.0382e+04,-4.0819e+04,0.999,191.7,0.0044,1.7e-08
12,8.0607e+00,1.7681e+04,-3.1281e+04,0.999,195.9,0.0044,-4.405e-09
13,1.0960e+01,1.5718e+04,-2.4289e+04,0.999,199.7,0.0044,-1.081e-09
14,1.4705e+01,1.4260e+04,-1.9102e+04,0.999,203.0,0.0044,-1.598e-09
15,1.9484e+01,1.3140e+04,-1.5202e+04,0.999,206.1,0.0044,-5.462e-10
16,2.5518e+01,1.2268e+04,-1.2245e+04,0.999,208.9,0.0044,-1.088e-10
17,3.3064e+01,1.1586e+04,-9.9656e+03,1.000,211.6,0.0044,1.395e-09
18,4.2416e+01,1.1042e+04,-8.1905e+03,1.000,214.1,0.0044,-1.428e-08
19,5.3910e+01,1.0565e+04,-6.8305e+03,1.000,216.4,0.0044,-1.437e-08
20,6.7930e+01,1.0197e+04,-5.6985e+03,1.000,218.4,0.0044,-1.669e-08
21,8.5407e+01,9.8493e+03,-4.7385e+03,1.000,220.3,0.0044,9.638e-11
22,1.0738e+02,9.5781e+03,-4.0095e+03,1.000,222.2,0.0044,-7.082e-12
23,1.3501e+02,9.3417e+03,-3.3383e+03,1.000,224.0,0.0044,1.067e-09
24,1.6974e+02,9.1258e+03,-2.8200e+03,0.999,225.5,0.0044,-1.351e-08
25,2.1341e+02,9.0027e+03,-2.3491e+03,1.000,226.9,0.0044,6.415e-09
26,2.6832e+02,8.8270e+03,-1.9647e+03,0.999,228.3,0.0044,-8.429e-09
27,3.3735e+02,8.7206e+03,-1.6467e+03,0.999,229.8,0.0044,5.579e-09
28,4.2415e+02,8.6118e+03,-1.3927e+03,0.999,231.2,0.0044,8.119e-11
29,5.3327e+02,8.5321e+03,-1.1501e+03,1.000,232.7,0.0044,2.637e-10
30,6.7047e+02,8.4722e+03,-9.6396e+02,1.000,234.2,0.0044,2.389e-10
31,8.4297e+02,8.4062e+03,-8.4396e+02,1.000,235.6,0.0044,1.757e-10
32,1.0599e+03,8.3625e+03,-7.0596e+02,1.000,237.0,0.0044,9.396e-11
