sep=,
File.......:  kcl_0.25m ac50mv dv0 100mhz-8mhz - JUN;01.2023
System.....:  KCl 1mM
Potential..:  0.0V; Ampl: 50mV
Current....:  285.78pA
Temperature:  0.0+-0.0C
Time.......:  12:36:14 - 12:37:42
Comment....:  
              
              
              
(area/cm^2):  
               
Impedance samples
Lines:   48
Columns: 7
Number,Frequency/Hz,impedance,R/Ohm,impedance,I/Ohm,Significance,Time/s,Voltage/V,Current/A
1,1.0000e+02,7.5064e+02,-2.3758e+03,1.000,0.0,0.0000,7.249e-09
2,1.2529e+02,6.5659e+02,-1.9693e+03,1.000,2.7,0.0000,-7.474e-09
3,1.5698e+02,5.7568e+02,-1.6360e+03,0.999,4.2,0.0000,-1.846e-08
4,1.9667e+02,5.0503e+02,-1.3625e+03,0.999,5.7,0.0000,-1.2e-08
5,2.4641e+02,4.4290e+02,-1.1390e+03,0.999,7.4,0.0000,6.926e-09
6,3.0873e+02,3.8802e+02,-9.5216e+02,1.000,9.2,0.0000,-5.137e-09
7,3.8681e+02,3.4005e+02,-7.9650e+02,1.000,10.6,0.0000,2.523e-09
8,4.8463e+02,2.9890e+02,-6.6645e+02,1.000,12.0,0.0000,3.149e-09
9,6.0720e+02,2.6371e+02,-5.5757e+02,0.999,13.5,0.0000,1.127e-10
10,7.6076e+02,2.3402e+02,-4.6658e+02,0.999,15.1,0.0000,-9.703e-11
11,9.5315e+02,2.0905e+02,-3.9057e+02,0.999,16.5,0.0000,3.891e-10
12,1.1942e+03,1.8795e+02,-3.2719e+02,0.999,17.9,0.0000,-4.88e-12
13,1.4962e+03,1.7015e+02,-2.7441e+02,0.999,19.3,0.0000,6.65e-11
14,1.8746e+03,1.5498e+02,-2.3047e+02,0.999,20.7,0.0000,2.388e-10
15,2.3487e+03,1.4202e+02,-1.9377e+02,0.999,22.1,0.0000,2.461e-10
16,2.9427e+03,1.3091e+02,-1.6312e+02,0.999,23.6,0.0000,2.545e-10
17,3.6869e+03,1.2136e+02,-1.3732e+02,0.999,24.9,0.0000,3.411e-10
18,4.6193e+03,1.1318e+02,-1.1577e+02,1.000,26.4,0.0000,3.248e-10
19,5.7875e+03,1.0617e+02,-9.7657e+01,1.000,27.8,0.0000,3.499e-10
20,7.2512e+03,1.0018e+02,-8.2414e+01,0.999,29.2,0.0000,3.77e-10
21,9.0850e+03,9.5089e+01,-6.9558e+01,1.000,30.6,0.0000,4.196e-10
22,1.1383e+04,9.0640e+01,-5.8715e+01,1.000,32.3,0.0000,3.975e-10
23,1.4261e+04,8.6947e+01,-4.9580e+01,0.999,34.0,0.0000,3.958e-10
24,1.7868e+04,8.3822e+01,-4.1829e+01,1.000,35.4,0.0000,3.724e-10
25,2.2387e+04,8.1166e+01,-3.5279e+01,1.000,36.8,0.0000,3.869e-10
26,2.8048e+04,7.8929e+01,-2.9739e+01,0.999,38.2,0.0000,3.854e-10
27,3.5142e+04,7.7046e+01,-2.5025e+01,1.000,39.6,0.0000,2.593e-10
28,4.4029e+04,7.5477e+01,-2.1050e+01,1.000,41.0,0.0000,2.66e-10
29,5.5164e+04,7.4178e+01,-1.7682e+01,1.000,42.4,0.0000,2.54e-10
30,6.9114e+04,7.3128e+01,-1.4837e+01,1.000,43.8,0.0000,2.548e-10
31,8.6593e+04,7.2232e+01,-1.2452e+01,1.000,45.3,0.0000,2.698e-10
32,1.0849e+05,7.1510e+01,-1.0448e+01,1.000,46.7,0.0000,2.669e-10
33,1.3593e+05,7.0911e+01,-8.7669e+00,1.000,48.1,0.0000,2.527e-10
34,1.7031e+05,7.0422e+01,-7.3594e+00,1.000,49.5,0.0000,2.572e-10
35,2.1338e+05,7.0031e+01,-6.2017e+00,1.000,50.9,0.0000,2.638e-10
36,2.6734e+05,6.9856e+01,-5.0541e+00,1.000,52.3,0.0000,2.563e-10
37,3.3495e+05,6.9734e+01,-4.2059e+00,1.000,53.7,0.0000,1.06e-10
38,4.1966e+05,6.9621e+01,-3.5446e+00,1.000,55.4,0.0000,2.397e-10
39,5.2579e+05,6.9638e+01,-3.0049e+00,1.000,57.8,0.0000,2.225e-10
40,6.5877e+05,6.9658e+01,-2.6867e+00,1.000,60.8,0.0000,2.183e-10
41,8.2537e+05,6.9781e+01,-2.5690e+00,1.000,63.7,0.0000,2.154e-10
42,1.0341e+06,6.9768e+01,-2.2653e+00,1.000,66.6,0.0000,2.117e-10
43,1.2956e+06,6.9881e+01,-2.1634e+00,1.000,69.6,0.0000,2.169e-10
44,1.6233e+06,7.0439e+01,-2.2907e+00,1.000,72.5,0.0000,2.227e-10
45,2.0338e+06,7.1317e+01,-2.5925e+00,1.000,75.5,0.0000,2.03e-10
46,2.5482e+06,7.2361e+01,-3.3452e+00,1.000,78.4,0.0000,1.954e-10
47,3.1926e+06,7.3833e+01,-4.9831e+00,0.999,81.4,0.0000,2.0e-10
48,4.0000e+06,7.5333e+01,-7.3876e+00,1.000,84.3,0.0000,2.248e-10
