sep=,
File.......:  kcl_7.8125mm ac50mv dv0 100mhz-8mhz - JUN;01.2023
System.....:  KCl 1mM
Potential..:  0.0V; Ampl: 50mV
Current....:  170.4pA
Temperature:  0.1+-0.0C
Time.......:  12:21:39 - 12:23:11
Comment....:  
              
              
              
(area/cm^2):  
               
Impedance samples
Lines:   51
Columns: 7
Number,Frequency/Hz,impedance,R/Ohm,impedance,I/Ohm,Significance,Time/s,Voltage/V,Current/A
1,1.0000e+02,2.5427e+03,-3.2986e+03,0.999,0.0,0.0000,1.318e-09
2,1.2533e+02,2.3867e+03,-2.7492e+03,0.999,2.6,0.0000,-2.751e-09
3,1.5708e+02,2.2623e+03,-2.2910e+03,0.999,4.1,0.0000,2.927e-09
4,1.9687e+02,2.1523e+03,-1.9135e+03,0.999,5.5,0.0000,1.929e-09
5,2.4674e+02,2.0595e+03,-1.6015e+03,1.000,7.0,0.0000,6.798e-09
6,3.0925e+02,1.9775e+03,-1.3435e+03,0.999,8.5,0.0000,2.646e-09
7,3.8759e+02,1.9055e+03,-1.1289e+03,1.000,10.0,0.0000,5.315e-09
8,4.8577e+02,1.8448e+03,-9.4990e+02,0.999,11.4,0.0000,4.208e-10
9,6.0883e+02,1.7915e+03,-8.0050e+02,1.000,13.0,0.0000,9.049e-10
10,7.6306e+02,1.7459e+03,-6.7371e+02,1.000,14.4,0.0000,5.666e-10
11,9.5635e+02,1.7078e+03,-5.6832e+02,1.000,15.8,0.0000,5.757e-10
12,1.1986e+03,1.6727e+03,-4.7937e+02,1.000,17.3,0.0000,3.083e-10
13,1.5022e+03,1.6437e+03,-4.0445e+02,1.000,18.7,0.0000,2.943e-10
14,1.8828e+03,1.6188e+03,-3.4183e+02,1.000,20.1,0.0000,2.499e-10
15,2.3597e+03,1.5987e+03,-2.8753e+02,1.000,21.5,0.0000,2.681e-10
16,2.9575e+03,1.5804e+03,-2.4224e+02,1.000,22.9,0.0000,2.454e-10
17,3.7067e+03,1.5653e+03,-2.0455e+02,1.000,24.3,0.0000,2.388e-10
18,4.6457e+03,1.5537e+03,-1.7227e+02,1.000,25.7,0.0000,2.466e-10
19,5.8225e+03,1.5434e+03,-1.4462e+02,1.000,27.1,0.0000,2.496e-10
20,7.2975e+03,1.5344e+03,-1.2238e+02,1.000,28.6,0.0000,2.563e-10
21,9.1461e+03,1.5270e+03,-1.0225e+02,1.000,30.0,0.0000,2.9e-10
22,1.1463e+04,1.5216e+03,-8.5380e+01,1.000,31.4,0.0000,2.848e-10
23,1.4367e+04,1.5168e+03,-7.0937e+01,1.000,32.8,0.0000,2.888e-10
24,1.8006e+04,1.5132e+03,-5.8268e+01,1.000,34.2,0.0000,2.587e-10
25,2.2567e+04,1.5113e+03,-4.8018e+01,1.000,35.6,0.0000,2.585e-10
26,2.8284e+04,1.5077e+03,-4.0183e+01,1.000,37.0,0.0000,2.607e-10
27,3.5449e+04,1.5065e+03,-3.1168e+01,1.000,38.4,0.0000,1.613e-10
28,4.4429e+04,1.5085e+03,-2.5629e+01,1.000,39.8,0.0000,1.576e-10
29,5.5684e+04,1.5110e+03,-2.1426e+01,1.000,41.2,0.0000,1.679e-10
30,6.9790e+04,1.5141e+03,-1.6921e+01,1.000,42.6,0.0000,1.564e-10
31,8.7469e+04,1.5181e+03,-1.7391e+01,1.000,44.1,0.0000,1.69e-10
32,1.0963e+05,1.5259e+03,-1.7635e+01,1.000,45.5,0.0000,1.604e-10
33,1.3740e+05,1.5350e+03,-2.2760e+01,1.000,46.9,0.0000,1.573e-10
34,1.7220e+05,1.5462e+03,-3.3042e+01,1.000,48.3,0.0000,6.596e-11
35,2.1582e+05,1.5587e+03,-4.8964e+01,1.000,49.9,0.0000,1.839e-10
36,2.7050e+05,1.5755e+03,-6.5128e+01,1.000,51.8,0.0000,1.255e-10
37,3.3902e+05,1.5949e+03,-1.0014e+02,1.000,53.7,0.0000,1.315e-10
38,4.2490e+05,1.6097e+03,-1.4526e+02,0.999,55.6,0.0000,1.395e-10
39,5.3254e+05,1.6364e+03,-2.1266e+02,1.000,58.0,0.0000,1.229e-10
40,6.6744e+05,1.6568e+03,-3.1345e+02,0.999,61.0,0.0000,1.213e-10
41,8.3651e+05,1.6604e+03,-4.6662e+02,0.998,63.9,0.0000,1.448e-10
42,1.0484e+06,1.5771e+03,-6.4128e+02,0.999,66.6,0.0000,1.329e-10
43,1.3140e+06,1.4339e+03,-8.4749e+02,0.999,69.1,0.0000,1.368e-10
44,1.6469e+06,1.1715e+03,-9.9961e+02,0.997,71.8,0.0000,1.18e-10
45,2.0640e+06,8.9555e+02,-1.0377e+03,0.996,74.2,0.0000,1.482e-10
46,2.5869e+06,6.5203e+02,-9.8424e+02,0.999,76.6,0.0000,1.349e-10
47,3.2422e+06,4.7163e+02,-8.7532e+02,0.998,79.0,0.0000,1.34e-10
48,4.0635e+06,3.3244e+02,-8.1450e+02,0.997,81.2,0.0000,1.471e-10
49,5.0929e+06,2.4341e+02,-6.6341e+02,0.999,83.5,0.0000,1.342e-10
50,6.3830e+06,1.8169e+02,-5.9393e+02,0.998,85.9,0.0000,1.254e-10
51,8.0000e+06,7.7656e+01,-5.6800e+02,0.996,88.4,0.0000,1.156e-10
